post_id,post_title,_search_title,post_status,post_tags,post_category,default_category,featured,featured_image,submit_ip,overall_rating,rating_count,street,street2,city,region,country,zip,latitude,longitude,mapview,mapzoom,logo,facebook,website,property_features,email,telfono
4724,Protectora FAPAM,protectora fapam,inherit,,",282,",282,0,NULL,79.152.121.163,0,0,Colmenar Viejo,NULL,Colmenar Viejo,Madrid,Spain,28770,406.626.481,-37.710.457,ROADMAP,10,NULL,https://www.facebook.com/AdopcionesFapam/,https://fapam.org/,NULL,NULL,NULL
4963,Sociedad Protectora de Animales y Plantas de Madrid- SPAP,sociedad protectora de animales y plantas de madrid spap,publish,"Madrid,Protectora",",282,",282,0,/2022/01/Sociedad-Protectora-de-Animales-y-Plantas-de-Madrid-SPAP-logo.jpeg,79.152.121.163,0,0,"C. de Ochagavia, 34",NULL,Madrid,Madrid,Spain,28039,404.640.828,-37.171.838,ROADMAP,,,https://www.facebook.com/sociedadprotectoraanimalesyplantas,https://www.spap.net/,NULL,prensa@spap.net,NULL
4964,Sociedad Protectora de Animales y Plantas de Madrid- SPAP,sociedad protectora de animales y plantas de madrid spap,inherit,,",282,",282,0,NULL,79.152.121.163,0,0,"C. de Ochagavia, 34",NULL,Madrid,Madrid,Spain,28039,404.640.828,-37.171.838,ROADMAP,,NULL,https://www.facebook.com/sociedadprotectoraanimalesyplantas,https://www.spap.net/,NULL,NULL,NULL
4970,La Madrileña Asociación Protectora de Animales,la madrilena asociacion protectora de animales,publish,"Madrid,Protectora",",282,",282,0,/2022/01/La-Madrilen?a-logo.png,79.152.121.163,0,0,Madrid,NULL,Madrid,Madrid,Spain,28013,404.167.754,-37.037.902,ROADMAP,11,,https://www.facebook.com/ProtectoraLaMadrilena/,https://adopcioneslamadrilena.org/,NULL,protectoralamadrilenia@gmail.com,NULL
4971,La Madrileña Asociación Protectora de Animales,la madrilena asociacion protectora de animales,inherit,,",282,",282,0,NULL,79.152.121.163,0,0,"Av. de Radio Televisión, 3",NULL,Pozuelo de Alarcón,Madrid,Spain,28223,404.126.036,-37.876.979,ROADMAP,11,NULL,https://www.facebook.com/ProtectoraLaMadrilena/,https://adopcioneslamadrilena.org/,NULL,NULL,NULL
5022,Asociación Nacional Amigos de los Animales - ANAA,asociacion nacional amigos de los animales anaa,publish,"Madrid,Protectora",",282,",282,0,/2022/01/ANAA-logo.jpeg,79.152.121.163,0,0,MGGG+45 Urbanización la Cueva,NULL,Urbanización la Cueva,Madrid,Spain,28150,406.753.094,-34.746.148,ROADMAP,16,,https://www.facebook.com/asociacionANAA/,https://www.anaaweb.org/,NULL,anaa@anaaweb.org,NULL
5023,Asociación Nacional Amigos de los Animales - ANAA,asociacion nacional amigos de los animales anaa,inherit,,",282,",282,0,NULL,79.152.121.163,0,0,MGGG+45 Urbanización la Cueva,NULL,Urbanización la Cueva,Madrid,Spain,28150,406.753.094,-34.746.148,ROADMAP,16,NULL,https://www.facebook.com/asociacionANAA/,https://www.anaaweb.org/,NULL,NULL,NULL
5025,Asociación Nacional Amigos de los Animales - ANAA,asociacion nacional amigos de los animales anaa,inherit,,",282,",282,0,NULL,79.152.121.163,0,0,MGGG+45 Urbanización la Cueva,NULL,Urbanización la Cueva,Madrid,Spain,28150,406.753.094,-34.746.148,ROADMAP,16,NULL,https://www.facebook.com/asociacionANAA/,https://www.anaaweb.org/,NULL,NULL,NULL
5093,Protectora Alba en Madrid,protectora alba en madrid,publish,"Madrid,Protectora",",282,",282,0,/2022/04/albaonline-logo.jpeg,79.152.11.248,0,0,"Cam. del Corral, 60",NULL,Camarma de Esteruelas,Madrid,Spain,28816,405.401.624,-33.977.551,ROADMAP,15,,https://www.facebook.com/ProtectoraAlba/,https://albaonline.org/,NULL,colabora@albaonline.org,NULL
5094,Protectora Alba en Madrid,protectora alba en madrid,inherit,,",282,",282,0,NULL,79.152.11.248,0,0,"Cam. del Corral, 60",NULL,Camarma de Esteruelas,Madrid,Spain,28816,405.401.624,-33.977.551,ROADMAP,15,NULL,https://www.facebook.com/ProtectoraAlba/,https://albaonline.org/,NULL,NULL,NULL
5096,Animales con un nuevo rumbo - ACUNR,animales con un nuevo rumbo acunr,publish,"Madrid,Protectora",",282,",282,0,/2022/04/ACUNR-logo.png,79.152.11.248,0,0,"C/ Gran Vía, 49",NULL,Madrid,Madrid,Spain,28013,404.211.305,-3.707.653,ROADMAP,,,https://www.facebook.com/Animalesconunnuevorumbo,https://www.acunr.es/,NULL,acunrmadrid@gmail.com,NULL
5097,Animales con un nuevo rumbo - ACUNR,animales con un nuevo rumbo acunr,inherit,,",282,",282,0,NULL,79.152.11.248,0,0,"C/ Gran Vía, 49",NULL,Madrid,Madrid,Spain,28013,404.211.305,-3.707.653,ROADMAP,,NULL,https://www.facebook.com/Animalesconunnuevorumbo,https://www.acunr.es/,NULL,NULL,NULL
5099,Animales con un nuevo rumbo - ACUNR,animales con un nuevo rumbo acunr,inherit,,",282,",282,0,NULL,79.152.11.248,0,0,"C/ Gran Vía, 49",NULL,Madrid,Madrid,Spain,28013,404.211.305,-3.707.653,ROADMAP,,NULL,https://www.facebook.com/Animalesconunnuevorumbo,https://www.acunr.es/,NULL,NULL,NULL
5100,A.R.P.A. Asociación Ribereña de Protección Animal Aranjuez,a.r.p.a. asociacion riberena de proteccion animal aranjuez,publish,"Madrid,Protectora",",282,",282,0,/2022/04/A.R.P.A.-logo.png,79.152.11.248,0,0,Calle 18# 21 - 75,NULL,Aranjuez,Madrid,Spain,28300,400.305.018,-36.040.527,ROADMAP,14,,https://www.facebook.com/AranjuezProteccionAnimal,https://www.aranjuezproteccionanimal.org/,NULL,aranjuezproteccionanimal@gmail.com,NULL
5101,A.R.P.A. Asociación Ribereña de Protección Animal Aranjuez,a.r.p.a. asociacion riberena de proteccion animal aranjuez,inherit,,",282,",282,0,NULL,79.152.11.248,0,0,Calle 18# 21 - 75,NULL,Aranjuez,Madrid,Spain,28300,400.305.018,-36.040.527,ROADMAP,14,NULL,https://www.facebook.com/AranjuezProteccionAnimal,https://www.aranjuezproteccionanimal.org/,NULL,NULL,NULL
5103,Asociación Abrazo Animal,asociacion abrazo animal,publish,"Madrid,Protectora",",282,",282,0,/2022/04/Asociacio?n-Abrazo-Animal-logo.jpeg,79.152.11.248,0,0,"P.º Tren Talgo, 4",NULL,Las Rozas de Madrid,Madrid,Spain,28290,4.053.752.679.999.990,-38.850.401,ROADMAP,14,,https://www.facebook.com/abrazoanimal.org,https://abrazoanimal.org/,NULL,ayuda@abrazoanimal.org,NULL
5104,Asociación Abrazo Animal,asociacion abrazo animal,inherit,,",282,",282,0,NULL,79.152.11.248,0,0,"P.º Tren Talgo, 4",NULL,Las Rozas de Madrid,Madrid,Spain,28290,4.053.752.679.999.990,-38.850.401,ROADMAP,14,NULL,https://www.facebook.com/abrazoanimal.org,https://abrazoanimal.org/,NULL,NULL,NULL
5301,Asociación GATA,asociacion gata,trash,NULL,NULL,NULL,0,NULL,79.152.19.82,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5302,Asociación GATA,asociacion gata,inherit,NULL,NULL,NULL,0,NULL,79.152.19.82,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5303,Borrador automático,borrador automatico,auto-draft,NULL,NULL,NULL,0,NULL,79.152.19.82,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5305,Borrador automático,borrador automatico,auto-draft,NULL,NULL,NULL,0,NULL,79.152.19.82,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5306,Ortocanis.com,ortocanis.com,publish,"Barcelona,Relax,Salud",",283,344,",344,0,/2022/08/Ortocanis-logo.jpeg,79.152.19.82,0,0,"Riera de Matamoros, 53",NULL,Badalona,Barcelona,Spain,8911,414.529.884,22.500.907,ROADMAP,11,NULL,https://www.facebook.com/Ortocanis/,https://www.ortocanis.com/es/,NULL,NULL,NULL
5309,Ortocanis.com,ortocanis.com,inherit,,",283,344,",344,0,NULL,79.152.19.82,0,0,"Riera de Matamoros, 53",NULL,Badalona,Barcelona,Spain,8911,414.529.884,22.500.907,ROADMAP,11,NULL,https://www.facebook.com/Ortocanis/,https://www.ortocanis.com/es/,NULL,NULL,NULL
5312,Ortocanis.com,ortocanis.com,inherit,,",283,344,",344,0,NULL,79.152.19.82,0,0,"Riera de Matamoros, 53",NULL,Badalona,Barcelona,Spain,8911,414.529.884,22.500.907,ROADMAP,11,NULL,https://www.facebook.com/Ortocanis/,https://www.ortocanis.com/es/,NULL,NULL,NULL
5316,El Refugio de Animales Abandonados Ciudad Animal,el refugio de animales abandonados ciudad animal,publish,"Cuenca,Protectora",",282,",282,0,/2022/08/Ciudad-Animal-logo.jpeg,79.152.19.82,0,0,"C. Pilar, 2b",NULL,La Alberca de Záncara,Cuenca,Spain,16620,395.141.295,-24.925.685,ROADMAP,15,,https://www.facebook.com/CiudadAnimalRefugioAnimalesAbandonados,https://www.ciudadanimal.org/,NULL,ciudadanimal@gmail.com,NULL
5317,El Refugio de Animales Abandonados Ciudad Animal,el refugio de animales abandonados ciudad animal,inherit,,",282,",282,0,NULL,79.152.19.82,0,0,Madrid,NULL,Madrid,Madrid,Spain,,404.167.754,-37.037.902,ROADMAP,11,NULL,https://www.facebook.com/CiudadAnimalRefugioAnimalesAbandonados,https://www.ciudadanimal.org/,NULL,NULL,NULL
5325,Proyecto Dejando Huella,proyecto dejando huella,publish,"Educación,La Rioja,Logroño",",331,",331,0,/2022/08/Proyecto-Dejando-Huella-Logo2.png,79.152.19.82,0,0,"Av. Solidaridad, 2",NULL,Logroño,La Rioja,Spain,26003,424.624.932,-24.448.224,ROADMAP,12,NULL,https://www.facebook.com/proyectodejandohuella,https://www.dejandohuella.es/,NULL,NULL,NULL
5329,Proyecto Dejando Huella,proyecto dejando huella,inherit,,",331,",331,0,NULL,79.152.19.82,0,0,"Av. Solidaridad, 2",NULL,Logroño,La Rioja,Spain,26003,424.624.932,-24.448.224,ROADMAP,12,NULL,https://www.facebook.com/proyectodejandohuella,https://www.dejandohuella.es/,NULL,NULL,NULL
5341,El Campito - Salvando Peludos,el campito salvando peludos,publish,"Madrid,Protectora,Santuario,Santuario Animal,Villamanta",",282,350,",282,0,/2022/08/El-Campito-Salvando-Peludos-logo.jpeg,79.152.19.82,0,0,"Av. de La Libertad, 1",NULL,Villamanta,Madrid,Spain,28610,402.983.085,-41.051.309,ROADMAP,,,https://www.facebook.com/elcampitosalvandopeludos/,https://salvandopeludos.org/,NULL,info@salvandopeludos.org,NULL
5342,El Campito - Salvando Peludos,el campito salvando peludos,inherit,,",282,",282,0,NULL,79.152.19.82,0,0,"Av. de La Libertad, 1",NULL,Villamanta,Madrid,Spain,28610,402.983.085,-41.051.309,ROADMAP,,NULL,https://www.facebook.com/elcampitosalvandopeludos/,https://salvandopeludos.org/,NULL,NULL,NULL
5344,Protectora de animales El Refugio,protectora de animales el refugio,trash,"Madrid,Protectora,Salud",",282,344,",282,0,/2022/08/El-Refugio-logo.jpeg,79.152.19.82,0,0,"C. Roquetas de Mar, 21",NULL,Madrid,Madrid,Spain,28033,404.813.483,-36.598.874,ROADMAP,,NULL,https://www.facebook.com/elrefugio.es/,https://elrefugio.org/,NULL,NULL,NULL
5345,Protectora de animales El Refugio,protectora de animales el refugio,inherit,,",282,",282,0,NULL,79.152.19.82,0,0,"C. Roquetas de Mar, 21",NULL,Madrid,Madrid,Spain,28033,404.813.483,-36.598.874,ROADMAP,,NULL,https://www.facebook.com/elrefugio.es/,https://elrefugio.org/,NULL,NULL,NULL
5347,Borrador automático,borrador automatico,auto-draft,NULL,NULL,NULL,0,NULL,79.152.19.82,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5350,El Valle Encantado,el valle encantado,publish,"Madrid,Santuario",",350,",350,0,/2022/08/El-Valle-Encantado-logo.jpeg,79.152.19.82,0,0,"Av. de la Constitución, 6",NULL,Navalagamella,Madrid,Spain,28212,404.685.147,-41.222.221,ROADMAP,14,NULL,https://www.facebook.com/posadanimal.vallencantado/,https://www.elvallencantado.org/,NULL,NULL,NULL
5355,El Valle Encantado,el valle encantado,inherit,,",350,",350,0,NULL,79.152.19.82,0,0,"Av. de la Constitución, 6",NULL,Navalagamella,Madrid,Spain,28212,404.685.147,-41.222.221,ROADMAP,14,NULL,https://www.facebook.com/posadanimal.vallencantado/,https://www.elvallencantado.org/,NULL,NULL,NULL
5389,Gestión Felina Madrid,gestion felina madrid,publish,"Madrid,Protectora,Shopping",",282,288,",282,0,/2022/08/Gestion-Felina-GFM-logo.png,79.152.19.82,0,0,C78W+PF Madrid,NULL,Madrid,Madrid,Spain,,404.167.754,-37.037.902,ROADMAP,,,https://www.facebook.com/GestionFelinaGFM/,https://gestionfelinamadrid.org/,NULL,info@gestionfelinamadrid.org,NULL
5390,Gestión Felina Madrid,gestion felina madrid,inherit,,",282,288,",282,0,NULL,79.152.19.82,0,0,C78W+PF Madrid,NULL,Madrid,Madrid,Spain,,404.167.754,-37.037.902,ROADMAP,,NULL,https://www.facebook.com/GestionFelinaGFM/,https://gestionfelinamadrid.org/,NULL,NULL,NULL
5392,Hocicos & Huellas Protectora,hocicos & huellas protectora,publish,"Madrid,Protectora",",282,",282,0,/2022/08/Hocicos-y-Huellas-logo.jpeg,79.152.19.82,0,0,madrid,NULL,Madrid,Madrid,Spain,,404.167.754,-37.037.902,ROADMAP,,,https://www.facebook.com/HocicosHuellas-Protectora-516321665148772/,https://www.teaming.net/hocicosyhuellasasociacionprotectora,NULL,hocicosyhuellas@live.com,NULL
5393,Hocicos & Huellas Protectora,hocicos & huellas protectora,inherit,,",282,",282,0,NULL,79.152.19.82,0,0,madrid,NULL,Madrid,Madrid,Spain,,404.167.754,-37.037.902,ROADMAP,,NULL,https://www.facebook.com/HocicosHuellas-Protectora-516321665148772/,,NULL,NULL,NULL
5395,La Gatera – adopt a cat,la gatera adopt a cat,publish,"Madrid,Protectora,Segovia",",282,",282,0,/2022/08/La-Gatera-–-adopt-a-cat-logo.jpeg,79.152.19.82,0,0,Segovia,NULL,Segovia,Segovia,Spain,40004,409.429.032,-4.108.806.899.999.990,ROADMAP,,,https://www.facebook.com/lagateraadoptacat/,https://lagatera.org/,NULL,info@lagatera.org,NULL
5396,La Gatera – adopt a cat,la gatera adopt a cat,inherit,,",282,",282,0,NULL,79.152.19.82,0,0,Segovia,NULL,Segovia,Segovia,Spain,40004,409.429.032,-4.108.806.899.999.990,ROADMAP,,NULL,,,NULL,NULL,NULL
5398,Borrador automático,borrador automatico,auto-draft,NULL,NULL,NULL,0,NULL,79.152.19.82,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5399,La Voz Animal,la voz animal,publish,"Madrid,Protectora,Santuario",",282,350,",282,0,/2022/08/La-Voz-Animal-logo.png,79.152.19.82,0,0,Madrid,NULL,Madrid,Madrid,Spain,28013,404.189.645,-37.117.806,ROADMAP,13,,https://www.facebook.com/ProtectoraSantuarioLaVozAnimal,https://www.lavozanimal.com/,NULL,info@lavozanimal.com,NULL
5400,La Voz Animal,la voz animal,inherit,,",282,350,",282,0,NULL,79.152.19.82,0,0,Madrid,NULL,Madrid,Madrid,Spain,28013,404.189.645,-37.117.806,ROADMAP,13,NULL,https://www.facebook.com/ProtectoraSantuarioLaVozAnimal,https://www.lavozanimal.com/,NULL,NULL,NULL
5402,Asociación Madrid Felina,asociacion madrid felina,publish,"Madrid,Protectora",",282,",282,0,/2022/08/Madrid-Felina-logo.jpeg,79.152.19.82,0,0,Madrid,NULL,Madrid,Madrid,Spain,28013,404.167.754,-37.037.902,ROADMAP,,,https://www.facebook.com/MadridFelina,https://madridfelina.com/,NULL,adopciones@madridfelina.com,NULL
5403,Asociación Madrid Felina,asociacion madrid felina,inherit,,",282,",282,0,NULL,79.152.19.82,0,0,Madrid,NULL,Madrid,Madrid,Spain,28013,404.167.754,-37.037.902,ROADMAP,,NULL,https://www.facebook.com/MadridFelina,https://madridfelina.com/,NULL,NULL,NULL
5405,Nuevavida Adopciones Madrid,nuevavida adopciones madrid,publish,"Guardería,Guardería canina,Madrid,Protectora",",537,282,",282,0,/2022/08/NUEVAVIDA-Adopciones-Madrid-logo.jpeg,79.152.19.82,0,0,"Av. Dr. Marañón, 53",NULL,Majadahonda,Madrid,Spain,28220,404.731.888,-38.808.034,ROADMAP,12,,https://www.facebook.com/NuevavidaAdopciones.Madrid,https://nuevavida-adopciones.org/,NULL,gestionadopciones@nuevavida-adopciones.org,NULL
5415,Nuevavida Adopciones Madrid,nuevavida adopciones madrid,inherit,,",282,",282,0,NULL,79.152.19.82,0,0,"Av. Dr. Marañón, 53",NULL,Majadahonda,Madrid,Spain,28220,404.731.888,-38.808.034,ROADMAP,12,NULL,https://www.facebook.com/NuevavidaAdopciones.Madrid,https://nuevavida-adopciones.org/,NULL,NULL,NULL
5416,Nuevavida Adopciones Madrid,nuevavida adopciones madrid,inherit,,",282,",282,0,NULL,79.152.19.82,0,0,"Av. Dr. Marañón, 53",NULL,Majadahonda,Madrid,Spain,28220,404.731.888,-38.808.034,ROADMAP,12,NULL,https://www.facebook.com/NuevavidaAdopciones.Madrid,https://nuevavida-adopciones.org/,NULL,NULL,NULL
5417,Nuevavida Adopciones Madrid,nuevavida adopciones madrid,inherit,,",282,",282,0,NULL,79.152.19.82,0,0,"Av. Dr. Marañón, 53",NULL,Majadahonda,Madrid,Spain,28220,404.731.888,-38.808.034,ROADMAP,12,NULL,https://www.facebook.com/NuevavidaAdopciones.Madrid,https://nuevavida-adopciones.org/,NULL,NULL,NULL
5418,Nuevavida Adopciones Madrid,nuevavida adopciones madrid,inherit,,",282,",282,0,NULL,79.152.19.82,0,0,"Av. Dr. Marañón, 53",NULL,Majadahonda,Madrid,Spain,28220,404.731.888,-38.808.034,ROADMAP,12,NULL,https://www.facebook.com/NuevavidaAdopciones.Madrid,https://nuevavida-adopciones.org/,NULL,NULL,NULL
5419,Nuevavida Adopciones Madrid,nuevavida adopciones madrid,inherit,,",282,",282,0,NULL,79.152.19.82,0,0,"Av. Dr. Marañón, 53",NULL,Majadahonda,Madrid,Spain,28220,404.731.888,-38.808.034,ROADMAP,12,NULL,https://www.facebook.com/NuevavidaAdopciones.Madrid,https://nuevavida-adopciones.org/,NULL,NULL,NULL
5420,Asociación Protectora de Animales Peludosos,asociacion protectora de animales peludosos,publish,"Madrid,Protectora,Santuario",",282,350,",282,0,/2022/08/Asociacio?n-Protectora-de-Animales-Peludosos-logo.jpeg,79.152.19.82,0,0,Madrid,NULL,Madrid,Madrid,Spain,28013,404.167.754,-37.037.902,ROADMAP,,NULL,https://www.facebook.com/Peludosos/,https://www.peludosos.es/,NULL,NULL,NULL
5421,Asociación Protectora de Animales Peludosos,asociacion protectora de animales peludosos,inherit,,",282,350,",282,0,NULL,79.152.19.82,0,0,Madrid,NULL,Madrid,Madrid,Spain,28013,404.167.754,-37.037.902,ROADMAP,,NULL,https://www.facebook.com/Peludosos/,https://www.peludosos.es/,NULL,NULL,NULL
5491,Rescue Me - Animal Adoption,rescue me animal adoption,inherit,,",282,",282,0,NULL,79.152.8.188,0,0,"Carrer de Mossèn Joan Llopis Pi, 4",NULL,Sitges,Barcelona,Spain,8870,412.362.923,18.052.399,ROADMAP,,NULL,https://www.facebook.com/rescuemeanimaladoptionspain/,https://www.facebook.com/rescuemeanimaladoptionspain/,NULL,NULL,NULL
5492,Rescue Me - Animal Adoption,rescue me animal adoption,inherit,,",282,",282,0,NULL,79.152.8.188,0,0,"Carrer de Mossèn Joan Llopis Pi, 4",NULL,Sitges,Barcelona,Spain,8870,412.362.923,18.052.399,ROADMAP,,NULL,https://www.facebook.com/rescuemeanimaladoptionspain/,https://www.facebook.com/rescuemeanimaladoptionspain/,NULL,NULL,NULL
5493,Rescue Me - Animal Adoption,rescue me animal adoption,inherit,,",282,",282,0,NULL,79.152.8.188,0,0,"Carrer de Mossèn Joan Llopis Pi, 4",NULL,Sitges,Barcelona,Spain,8870,412.362.923,18.052.399,ROADMAP,,NULL,https://www.facebook.com/rescuemeanimaladoptionspain/,https://www.facebook.com/rescuemeanimaladoptionspain/,NULL,NULL,NULL
5494,Rescue Me - Animal Adoption,rescue me animal adoption,inherit,,",282,",282,0,NULL,79.152.8.188,0,0,"Carrer de Mossèn Joan Llopis Pi, 4",NULL,Sitges,Barcelona,Spain,8870,412.362.923,18.052.399,ROADMAP,,NULL,https://www.facebook.com/rescuemeanimaladoptionspain/,https://www.facebook.com/rescuemeanimaladoptionspain/,NULL,NULL,NULL
5495,Rescue Me - Animal Adoption,rescue me animal adoption,inherit,,",282,",282,0,NULL,79.152.8.188,0,0,"Carrer de Mossèn Joan Llopis Pi, 4",NULL,Sitges,Barcelona,Spain,8870,412.362.923,18.052.399,ROADMAP,,NULL,https://www.facebook.com/rescuemeanimaladoptionspain/,https://www.facebook.com/rescuemeanimaladoptionspain/,NULL,NULL,NULL
5551,Borrador automático,borrador automatico,auto-draft,NULL,NULL,NULL,0,NULL,79.152.8.188,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5552,"Espai de Gats, Barcelona CATCAFÉ",espai de gats barcelona catcafe,publish,"Barcelona,Catalunya,Educadores,Ocio",",331,353,",331,0,/2022/10/espai-de-gats-logo2.png,79.152.8.188,0,0,"Carrer de Terol, 27",NULL,Barcelona,Barcelona,Spain,8012,4.140.318.329.999.990,21.583.056,ROADMAP,,NULL,https://www.facebook.com/espaidegats/,https://www.espaidegats.com/,NULL,NULL,NULL
5560,Espai de Gats,espai de gats,inherit,,",17,",17,0,NULL,79.152.8.188,0,0,"Carrer de Terol, 27",NULL,Barcelona,Barcelona,Spain,8012,4.140.318.329.999.990,21.583.056,ROADMAP,,NULL,https://www.facebook.com/espaidegats/,https://www.espaidegats.com/,NULL,NULL,NULL
5562,"Espai de Gats, Barcelona CATCAFÉ",espai de gats barcelona catcafe,inherit,,",331,17,",17,0,NULL,79.152.8.188,0,0,"Carrer de Terol, 27",NULL,Barcelona,Barcelona,Spain,8012,4.140.318.329.999.990,21.583.056,ROADMAP,,NULL,https://www.facebook.com/espaidegats/,https://www.espaidegats.com/,NULL,NULL,NULL
5563,Zarpa Protección Animal,zarpa proteccion animal,publish,"Aragón,Protectora,Zaragoza",",282,",282,0,/2022/10/Zarpa-Proteccio?n-Animal-logo.jpeg,79.152.8.188,0,0,"C. de Cristóbal Colón, 8",NULL,Zaragoza,Zaragoza,Spain,50007,416.411.307,-885.255,ROADMAP,13,,https://www.facebook.com/ZarpaProteccionAnimal/,https://zarpa.org/,NULL,info@zarpa.org,NULL
5564,Zarpa Protección Animal,zarpa proteccion animal,inherit,,",282,",282,0,NULL,79.152.8.188,0,0,"C. de Cristóbal Colón, 8",NULL,Zaragoza,Zaragoza,Spain,50007,416.411.307,-885.255,ROADMAP,13,NULL,https://www.facebook.com/ZarpaProteccionAnimal/,https://zarpa.org/,NULL,NULL,NULL
5569,La protectora Adala Zaragoza,la protectora adala zaragoza,trash,NULL,NULL,NULL,0,NULL,79.152.8.188,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5570,La protectora Adala Zaragoza,la protectora adala zaragoza,inherit,NULL,NULL,NULL,0,NULL,79.152.8.188,0,0,NULL,NULL,Barcelona,Barcelona,Spain,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
5571,ARE- Adopta y Rescata España,are adopta y rescata espana,publish,"Aragón,Protectora,Zaragoza",",282,",282,0,/2022/10/ARE-Adopta-y-Rescata-Espan?a-Zaragoza-logo-1.png,79.152.8.188,0,0,Zaragoza,NULL,Zaragoza,Zaragoza,Spain,,416.488.226,-8.890.853,ROADMAP,,,,https://areadoptayrescata.org/,NULL,areadoptayrescata@gmail.com,NULL
5572,ARE- Adopta y Rescata España,are adopta y rescata espana,inherit,,",282,",282,0,NULL,79.152.8.188,0,0,Zaragoza,NULL,Zaragoza,Zaragoza,Spain,,416.488.226,-8.890.853,ROADMAP,,NULL,,https://areadoptayrescata.org/,NULL,NULL,NULL
5574,Espolones Zaragoza,espolones zaragoza,publish,"Aragón,Protectora,Shopping,Zaragoza",",282,288,",282,0,/2022/10/Espolones-Zaragoza-logo.jpeg,79.152.8.188,0,0,zaragoza,NULL,Zaragoza,Zaragoza,Spain,50004,416.513.698,-8.901.600.000.000.000,ROADMAP,13,,https://www.facebook.com/EspolonesZaragoza,https://www.espoloneszaragoza.com/,NULL,espolonessinfronteras@hotmail.com,NULL
5575,Espolones Zaragoza,espolones zaragoza,inherit,,",282,288,",282,0,NULL,79.152.8.188,0,0,zaragoza,NULL,Zaragoza,Zaragoza,Spain,50004,416.513.698,-8.901.600.000.000.000,ROADMAP,13,NULL,https://www.facebook.com/EspolonesZaragoza,https://www.espoloneszaragoza.com/,NULL,NULL,NULL
5577,Bigotes Callejeros Zaragoza,bigotes callejeros zaragoza,publish,"Aragón,Protectora,Zaragoza",",282,",282,0,/2022/10/Bigotes-Callejeros-Zaragoza-logo.jpeg,79.152.8.188,0,0,zaragoza,NULL,Zaragoza,Zaragoza,Spain,50004,416.488.226,-8.890.853,ROADMAP,,,https://www.facebook.com/Bigotescallejeroszgz/,https://bigotescallejeros.wordpress.com/,NULL,bigotescallejeroszgz@gmail.com,NULL
5578,Bigotes Callejeros Zaragoza,bigotes callejeros zaragoza,inherit,,",282,",282,0,NULL,79.152.8.188,0,0,zaragoza,NULL,Zaragoza,Zaragoza,Spain,50004,416.488.226,-8.890.853,ROADMAP,,NULL,https://www.facebook.com/Bigotescallejeroszgz/,https://bigotescallejeros.wordpress.com/,NULL,NULL,NULL
5580,Borguau - Protectora de Animales de Zaragoza,borguau protectora de animales de zaragoza,publish,"Aragón,Borja,Protectora,Shopping,Tienda,Zaragoza",",282,288,",282,0,/2022/10/Borguau-logo.jpeg,79.152.8.188,0,0,"C. Mayor, 33",NULL,Borja,Zaragoza,Spain,50540,4.183.362.440.000.000,-15.328.608,ROADMAP,,,https://www.facebook.com/borguau/,https://borguau.org/,NULL,borguau.apap@gmail.com,NULL
5581,Borguau - Protectora de Animales de Zaragoza,borguau protectora de animales de zaragoza,inherit,,",282,",282,0,NULL,79.152.8.188,0,0,"C. Mayor, 33",NULL,Borja,Zaragoza,Spain,50540,4.183.362.440.000.000,-15.328.608,ROADMAP,,NULL,https://www.facebook.com/borguau/,https://borguau.org/,NULL,NULL,NULL
5583,Borguau - Protectora de Animales de Zaragoza,borguau protectora de animales de zaragoza,inherit,,",282,",282,0,NULL,79.152.8.188,0,0,"C. Mayor, 33",NULL,Borja,Zaragoza,Spain,50540,4.183.362.440.000.000,-15.328.608,ROADMAP,,NULL,https://www.facebook.com/borguau/,https://borguau.org/,NULL,NULL,NULL
5584,Pelusas Cuarte,pelusas cuarte,publish,"Aragón,Protectora,Zaragoza",",282,",282,0,/2022/10/Pelusas-Cuarte-logo.jpeg,79.152.8.188,0,0,Zaragoza,NULL,Zaragoza,Zaragoza,Spain,,416.488.226,-8.890.853,ROADMAP,,,https://www.facebook.com/pelusas.cuarte,https://www.pelusas.es/,NULL,contacto@pelusas.es,NULL
